PRICEEACH,PRODUCTLINE,MSRP,COUNTRY,DEALSIZE,YEAR,MONTH,WEEKDAY,IS_HOLIDAY,QUANTITYORDERED
100.0,Classic Cars,163.0,USA,Medium,2004.0,10.0,2.0,False,27.0
100.0,Classic Cars,163.0,Denmark,Medium,2004.0,10.0,4.0,False,42.0
100.0,Classic Cars,163.0,USA,Large,2004.0,11.0,4.0,False,47.0
100.0,Classic Cars,163.0,France,Large,2004.0,11.0,5.0,False,49.0
100.0,Classic Cars,163.0,USA,Medium,2004.0,12.0,2.0,False,38.0
100.0,Classic Cars,163.0,Spain,Small,2004.0,12.0,4.0,False,20.0
100.0,Classic Cars,163.0,USA,Small,2005.0,1.0,6.0,False,25.0
88.0,Classic Cars,163.0,USA,Small,2005.0,2.0,3.0,False,25.0
100.0,Classic Cars,163.0,Spain,Medium,2005.0,5.0,1.0,False,41.0
100.0,Classic Cars,163.0,France,Medium,2005.0,5.0,1.0,False,28.0
67.8,Vintage Cars,60.0,USA,Medium,2003.0,1.0,0.0,False,50.0
50.25,Vintage Cars,60.0,UK,Small,2003.0,3.0,1.0,False,32.0
53.88,Vintage Cars,60.0,USA,Small,2003.0,5.0,2.0,False,42.0
62.36,Vintage Cars,60.0,USA,Small,2003.0,9.0,4.0,False,24.0
69.62,Vintage Cars,60.0,USA,Small,2003.0,10.0,5.0,False,27.0
57.51,Vintage Cars,60.0,Italy,Small,2003.0,11.0,2.0,False,26.0
61.15,Vintage Cars,60.0,USA,Small,2003.0,11.0,2.0,False,38.0
59.33,Vintage Cars,60.0,Australia,Small,2003.0,11.0,4.0,False,42.0
71.44,Vintage Cars,60.0,USA,Small,2003.0,12.0,1.0,False,23.0
62.96,Vintage Cars,60.0,Spain,Small,2004.0,1.0,0.0,False,21.0
50.85,Vintage Cars,60.0,France,Small,2004.0,3.0,1.0,False,28.0
72.65,Vintage Cars,60.0,France,Small,2004.0,4.0,1.0,False,33.0
62.96,Vintage Cars,60.0,Italy,Small,2004.0,8.0,1.0,False,25.0
61.75,Vintage Cars,60.0,Singapore,Small,2004.0,9.0,2.0,False,28.0
49.04,Vintage Cars,60.0,Spain,Small,2004.0,10.0,2.0,False,46.0
61.15,Vintage Cars,60.0,USA,Small,2004.0,10.0,3.0,False,30.0
84.25,Vintage Cars,60.0,UK,Medium,2004.0,11.0,2.0,False,38.0
56.91,Vintage Cars,60.0,France,Small,2004.0,11.0,3.0,False,40.0
100.0,Vintage Cars,60.0,USA,Large,2005.0,1.0,2.0,False,45.0
49.3,Vintage Cars,60.0,Spain,Small,2005.0,2.0,3.0,False,27.0
72.65,Vintage Cars,60.0,USA,Medium,2005.0,4.0,4.0,False,42.0
63.57,Vintage Cars,60.0,Australia,Small,2005.0,5.0,6.0,False,36.0
100.0,Trucks and Buses,122.0,Spain,Medium,2003.0,1.0,4.0,False,29.0
100.0,Trucks and Buses,122.0,France,Medium,2003.0,4.0,1.0,False,39.0
100.0,Trucks and Buses,122.0,USA,Medium,2003.0,6.0,1.0,False,45.0
100.0,Trucks and Buses,122.0,Finland,Medium,2003.0,8.0,4.0,False,47.0
100.0,Trucks and Buses,122.0,Finland,Medium,2003.0,9.0,6.0,False,49.0
100.0,Trucks and Buses,122.0,Singapore,Medium,2003.0,10.0,2.0,False,46.0
100.0,Trucks and Buses,122.0,UK,Medium,2003.0,11.0,3.0,False,48.0
100.0,Trucks and Buses,122.0,Spain,Medium,2003.0,11.0,4.0,False,46.0
100.0,Trucks and Buses,122.0,USA,Medium,2003.0,11.0,1.0,False,35.0
100.0,Trucks and Buses,122.0,USA,Medium,2003.0,12.0,1.0,False,43.0
100.0,Trucks and Buses,122.0,USA,Medium,2004.0,3.0,3.0,False,26.0
98.18,Trucks and Buses,122.0,Spain,Small,2004.0,5.0,2.0,False,22.0
99.41,Trucks and Buses,122.0,Singapore,Medium,2004.0,6.0,1.0,False,34.0
100.0,Trucks and Buses,122.0,USA,Medium,2004.0,7.0,1.0,False,50.0
100.0,Trucks and Buses,122.0,USA,Medium,2004.0,8.0,3.0,False,48.0
100.0,Trucks and Buses,122.0,USA,Medium,2004.0,9.0,2.0,False,41.0
100.0,Trucks and Buses,122.0,USA,Medium,2004.0,10.0,2.0,False,36.0
100.0,Trucks and Buses,122.0,Canada,Medium,2004.0,10.0,4.0,False,29.0
37.48,Trucks and Buses,122.0,USA,Small,2004.0,11.0,4.0,False,33.0
100.0,Trucks and Buses,122.0,Sweden,Medium,2004.0,11.0,4.0,False,46.0
100.0,Trucks and Buses,122.0,USA,Medium,2004.0,12.0,2.0,False,38.0
36.42,Trucks and Buses,122.0,Spain,Small,2004.0,12.0,4.0,False,20.0
100.0,Trucks and Buses,122.0,Australia,Medium,2005.0,1.0,3.0,False,22.0
100.0,Trucks and Buses,122.0,Spain,Medium,2005.0,2.0,1.0,False,27.0
98.18,Trucks and Buses,122.0,Spain,Medium,2005.0,5.0,1.0,False,56.0
99.41,Trucks and Buses,122.0,France,Medium,2005.0,5.0,1.0,False,38.0
100.0,Vintage Cars,127.0,Germany,Medium,2003.0,1.0,3.0,False,25.0
100.0,Vintage Cars,127.0,UK,Medium,2003.0,3.0,1.0,False,33.0
100.0,Vintage Cars,127.0,USA,Medium,2003.0,5.0,2.0,False,42.0
100.0,Vintage Cars,127.0,USA,Medium,2003.0,9.0,4.0,False,33.0
100.0,Vintage Cars,127.0,USA,Medium,2003.0,10.0,5.0,False,38.0
100.0,Vintage Cars,127.0,Italy,Medium,2003.0,11.0,2.0,False,31.0
100.0,Vintage Cars,127.0,USA,Small,2003.0,11.0,2.0,False,20.0
100.0,Vintage Cars,127.0,Australia,Medium,2003.0,11.0,4.0,False,44.0
100.0,Vintage Cars,127.0,USA,Medium,2003.0,12.0,1.0,False,26.0
100.0,Vintage Cars,127.0,Spain,Medium,2004.0,1.0,0.0,False,27.0
100.0,Vintage Cars,127.0,France,Large,2004.0,3.0,1.0,False,46.0
100.0,Vintage Cars,127.0,USA,Medium,2004.0,4.0,0.0,False,47.0
100.0,Vintage Cars,127.0,Italy,Medium,2004.0,8.0,1.0,False,37.0
100.0,Vintage Cars,127.0,Singapore,Medium,2004.0,9.0,2.0,False,31.0
100.0,Vintage Cars,127.0,France,Small,2004.0,10.0,0.0,False,24.0
100.0,Vintage Cars,127.0,USA,Medium,2004.0,10.0,3.0,False,31.0
100.0,Vintage Cars,127.0,USA,Large,2004.0,11.0,3.0,False,50.0
64.69,Vintage Cars,127.0,UK,Small,2004.0,11.0,2.0,False,35.0
100.0,Vintage Cars,127.0,France,Medium,2004.0,11.0,3.0,False,30.0
100.0,Vintage Cars,127.0,France,Medium,2004.0,12.0,3.0,False,29.0
100.0,Vintage Cars,127.0,USA,Medium,2005.0,1.0,2.0,False,27.0
100.0,Vintage Cars,127.0,Spain,Medium,2005.0,2.0,2.0,False,40.0
98.99,Vintage Cars,127.0,USA,Medium,2005.0,3.0,4.0,False,31.0
100.0,Vintage Cars,127.0,Singapore,Small,2005.0,4.0,5.0,False,6.0
100.0,Vintage Cars,127.0,Australia,Medium,2005.0,5.0,6.0,False,45.0
54.09,Trucks and Buses,60.0,Norway,Small,2003.0,1.0,2.0,False,22.0
68.67,Trucks and Buses,60.0,France,Medium,2003.0,4.0,1.0,False,45.0
65.02,Trucks and Buses,60.0,Spain,Small,2003.0,5.0,2.0,False,43.0
61.99,Trucks and Buses,60.0,USA,Small,2003.0,7.0,3.0,False,46.0
69.28,Trucks and Buses,60.0,Finland,Small,2003.0,9.0,6.0,False,39.0
71.1,Trucks and Buses,60.0,Singapore,Small,2003.0,10.0,2.0,False,31.0
69.28,Trucks and Buses,60.0,UK,Small,2003.0,11.0,3.0,False,41.0
60.16,Trucks and Buses,60.0,Spain,Small,2003.0,11.0,4.0,False,44.0
70.49,Trucks and Buses,60.0,France,Medium,2003.0,11.0,1.0,False,45.0
69.89,Trucks and Buses,60.0,USA,Small,2003.0,12.0,1.0,False,37.0
61.38,Trucks and Buses,60.0,Singapore,Small,2004.0,2.0,2.0,False,35.0
59.55,Trucks and Buses,60.0,USA,Small,2004.0,3.0,3.0,False,28.0
61.99,Trucks and Buses,60.0,Spain,Small,2004.0,5.0,2.0,False,30.0
49.22,Trucks and Buses,60.0,Singapore,Small,2004.0,6.0,1.0,False,30.0
69.28,Trucks and Buses,60.0,USA,Small,2004.0,7.0,1.0,False,25.0
57.73,Trucks and Buses,60.0,USA,Small,2004.0,8.0,3.0,False,29.0
57.73,Trucks and Buses,60.0,Sweden,Small,2004.0,9.0,2.0,False,26.0
53.48,Trucks and Buses,60.0,USA,Small,2004.0,10.0,2.0,False,41.0
52.87,Trucks and Buses,60.0,Canada,Small,2004.0,10.0,4.0,False,34.0
61.21,Trucks and Buses,60.0,USA,Small,2004.0,11.0,3.0,False,35.0
61.38,Trucks and Buses,60.0,Sweden,Small,2004.0,11.0,4.0,False,34.0
100.0,Trucks and Buses,60.0,Australia,Medium,2004.0,11.0,0.0,False,50.0
61.99,Trucks and Buses,60.0,USA,Small,2004.0,12.0,4.0,False,41.0
96.86,Trucks and Buses,60.0,Australia,Small,2005.0,1.0,3.0,False,22.0
48.62,Trucks and Buses,60.0,USA,Small,2005.0,2.0,3.0,False,35.0
38.5,Trucks and Buses,60.0,Australia,Small,2005.0,3.0,2.0,False,44.0
61.99,Trucks and Buses,60.0,Spain,Small,2005.0,5.0,1.0,False,47.0
49.22,Trucks and Buses,60.0,France,Small,2005.0,5.0,1.0,False,19.0
90.39,Planes,84.0,Italy,Medium,2003.0,2.0,0.0,False,34.0
71.81,Planes,84.0,Australia,Small,2003.0,4.0,1.0,False,29.0
69.27,Planes,84.0,Spain,Medium,2003.0,6.0,4.0,False,49.0
85.32,Planes,84.0,USA,Small,2003.0,8.0,0.0,False,30.0
70.96,Planes,84.0,USA,Small,2003.0,10.0,1.0,False,21.0
76.88,Planes,84.0,Japan,Medium,2004.0,1.0,0.0,True,50.0
100.0,Planes,84.0,Australia,Medium,2004.0,2.0,4.0,False,47.0
76.03,Planes,84.0,Canada,Small,2004.0,4.0,4.0,False,24.0
98.84,Planes,84.0,USA,Small,2004.0,5.0,1.0,False,27.0
86.17,Planes,84.0,USA,Small,2004.0,6.0,0.0,False,33.0
90.39,Planes,84.0,France,Medium,2004.0,7.0,4.0,False,35.0
71.81,Planes,84.0,Norway,Small,2004.0,8.0,5.0,False,31.0
82.79,Planes,84.0,Ireland,Small,2004.0,9.0,3.0,False,25.0
82.79,Planes,84.0,USA,Small,2004.0,10.0,4.0,False,27.0
100.0,Planes,84.0,USA,Medium,2004.0,11.0,1.0,False,31.0
100.0,Planes,84.0,Denmark,Medium,2004.0,11.0,2.0,False,45.0
100.0,Planes,84.0,Japan,Small,2004.0,11.0,1.0,True,27.0
100.0,Planes,84.0,USA,Medium,2004.0,12.0,5.0,False,27.0
69.27,Planes,84.0,Australia,Small,2005.0,2.0,2.0,False,42.0
74.77,Planes,84.0,Spain,Small,2005.0,3.0,1.0,False,21.0
76.88,Planes,84.0,France,Small,2005.0,3.0,2.0,False,34.0
76.03,Planes,84.0,USA,Medium,2005.0,4.0,6.0,False,42.0
98.84,Planes,84.0,Italy,Small,2005.0,5.0,1.0,False,15.0
70.87,Motorcycles,60.0,USA,Small,2003.0,2.0,0.0,False,29.0
58.15,Motorcycles,60.0,Australia,Small,2003.0,4.0,1.0,False,46.0
61.78,Motorcycles,60.0,France,Small,2003.0,7.0,1.0,False,30.0
49.67,Motorcycles,60.0,USA,Small,2003.0,8.0,0.0,False,30.0
51.48,Motorcycles,60.0,USA,Small,2003.0,10.0,4.0,False,42.0
61.18,Motorcycles,60.0,USA,Small,2003.0,10.0,1.0,False,46.0
64.2,Motorcycles,60.0,France,Small,2003.0,11.0,1.0,True,25.0
65.42,Motorcycles,60.0,Norway,Small,2003.0,11.0,1.0,False,32.0
64.81,Motorcycles,60.0,USA,Small,2003.0,12.0,0.0,False,30.0
49.67,Motorcycles,60.0,Japan,Small,2004.0,1.0,0.0,True,40.0
60.57,Motorcycles,60.0,Australia,Small,2004.0,2.0,4.0,False,28.0
55.72,Motorcycles,60.0,USA,Small,2004.0,4.0,5.0,False,23.0
61.18,Motorcycles,60.0,USA,Small,2004.0,5.0,1.0,False,29.0
58.75,Motorcycles,60.0,USA,Small,2004.0,6.0,0.0,False,34.0
63.6,Motorcycles,60.0,France,Small,2004.0,7.0,4.0,False,37.0
49.06,Motorcycles,60.0,USA,Small,2004.0,8.0,4.0,False,20.0
48.46,Motorcycles,60.0,France,Small,2004.0,9.0,0.0,False,32.0
52.09,Motorcycles,60.0,USA,Small,2004.0,10.0,4.0,False,34.0
52.7,Motorcycles,60.0,USA,Small,2004.0,11.0,1.0,False,42.0
100.0,Motorcycles,60.0,USA,Medium,2004.0,11.0,0.0,False,38.0
62.16,Motorcycles,60.0,Japan,Small,2004.0,11.0,1.0,True,30.0
49.67,Motorcycles,60.0,USA,Small,2005.0,1.0,2.0,False,23.0
53.3,Motorcycles,60.0,Australia,Small,2005.0,2.0,2.0,False,22.0
100.0,Motorcycles,60.0,Sweden,Medium,2005.0,3.0,3.0,False,39.0
55.72,Motorcycles,60.0,France,Medium,2005.0,4.0,3.0,False,55.0
61.18,Motorcycles,60.0,Spain,Small,2005.0,5.0,4.0,False,36.0
100.0,Vintage Cars,168.0,Germany,Medium,2003.0,1.0,3.0,False,26.0
100.0,Vintage Cars,168.0,UK,Medium,2003.0,3.0,1.0,False,31.0
100.0,Vintage Cars,168.0,Australia,Medium,2003.0,5.0,2.0,False,34.0
100.0,Vintage Cars,168.0,Australia,Large,2003.0,7.0,2.0,False,41.0
100.0,Vintage Cars,168.0,USA,Medium,2003.0,9.0,4.0,False,23.0
100.0,Vintage Cars,168.0,USA,Large,2003.0,10.0,5.0,False,48.0
100.0,Vintage Cars,168.0,Italy,Medium,2003.0,11.0,2.0,False,22.0
100.0,Vintage Cars,168.0,USA,Medium,2003.0,11.0,2.0,False,21.0
100.0,Vintage Cars,168.0,Australia,Medium,2003.0,11.0,4.0,False,22.0
100.0,Vintage Cars,168.0,Spain,Large,2003.0,12.0,2.0,False,40.0
100.0,Vintage Cars,168.0,Spain,Large,2004.0,1.0,0.0,False,50.0
100.0,Vintage Cars,168.0,France,Medium,2004.0,3.0,1.0,False,29.0
100.0,Vintage Cars,168.0,Spain,Medium,2004.0,4.0,3.0,False,43.0
100.0,Vintage Cars,168.0,France,Medium,2004.0,6.0,4.0,False,24.0
100.0,Vintage Cars,168.0,Italy,Medium,2004.0,8.0,1.0,False,22.0
100.0,Vintage Cars,168.0,Norway,Large,2004.0,9.0,4.0,False,43.0
100.0,Vintage Cars,168.0,France,Medium,2004.0,10.0,0.0,False,20.0
100.0,Vintage Cars,168.0,USA,Medium,2004.0,10.0,3.0,False,25.0
100.0,Vintage Cars,168.0,USA,Medium,2004.0,11.0,3.0,False,36.0
52.67,Vintage Cars,168.0,UK,Small,2004.0,11.0,2.0,False,24.0
100.0,Vintage Cars,168.0,Australia,Medium,2004.0,11.0,0.0,False,21.0
100.0,Vintage Cars,168.0,France,Medium,2004.0,12.0,3.0,False,30.0
94.79,Vintage Cars,168.0,USA,Medium,2005.0,1.0,2.0,False,32.0
47.18,Vintage Cars,168.0,Spain,Small,2005.0,2.0,2.0,False,21.0
78.11,Vintage Cars,168.0,USA,Small,2005.0,3.0,4.0,False,26.0
100.0,Vintage Cars,168.0,USA,Medium,2005.0,5.0,6.0,False,35.0
100.0,Classic Cars,132.0,USA,Medium,2003.0,3.0,0.0,False,26.0
100.0,Classic Cars,132.0,France,Medium,2003.0,5.0,1.0,False,46.0
100.0,Classic Cars,132.0,France,Medium,2003.0,7.0,3.0,False,37.0
100.0,Classic Cars,132.0,Australia,Medium,2003.0,9.0,3.0,False,27.0
100.0,Classic Cars,132.0,Denmark,Medium,2003.0,10.0,4.0,False,23.0
100.0,Classic Cars,132.0,USA,Medium,2003.0,11.0,2.0,False,39.0
100.0,Classic Cars,132.0,Norway,Medium,2003.0,11.0,2.0,False,27.0
100.0,Classic Cars,132.0,USA,Medium,2003.0,11.0,3.0,False,38.0
100.0,Classic Cars,132.0,USA,Medium,2003.0,12.0,1.0,False,27.0
100.0,Classic Cars,132.0,Spain,Medium,2004.0,1.0,4.0,False,40.0
100.0,Classic Cars,132.0,USA,Medium,2004.0,2.0,3.0,False,24.0
100.0,Classic Cars,132.0,France,Medium,2004.0,4.0,1.0,False,44.0
100.0,Classic Cars,132.0,UK,Medium,2004.0,6.0,1.0,False,37.0
100.0,Classic Cars,132.0,Italy,Small,2004.0,7.0,1.0,False,20.0
100.0,Classic Cars,132.0,USA,Medium,2004.0,8.0,4.0,False,39.0
100.0,Classic Cars,132.0,Switzerland,Medium,2004.0,8.0,0.0,False,44.0
100.0,Classic Cars,132.0,Norway,Medium,2003.0,10.0,6.0,False,22.0
100.0,Classic Cars,132.0,Spain,Medium,2004.0,10.0,5.0,False,43.0
100.0,Classic Cars,132.0,USA,Small,2004.0,11.0,3.0,False,27.0
64.9,Classic Cars,132.0,USA,Small,2004.0,11.0,2.0,False,26.0
52.32,Classic Cars,132.0,France,Small,2004.0,11.0,2.0,False,25.0
100.0,Classic Cars,132.0,Belgium,Medium,2005.0,1.0,0.0,False,49.0
100.0,Classic Cars,132.0,Spain,Medium,2005.0,2.0,3.0,False,29.0
100.0,Classic Cars,132.0,USA,Medium,2005.0,4.0,4.0,False,41.0
100.0,Classic Cars,132.0,Austria,Large,2005.0,5.0,1.0,False,55.0
83.07,Vintage Cars,101.0,Norway,Small,2003.0,1.0,2.0,False,27.0
100.0,Vintage Cars,101.0,Sweden,Small,2003.0,3.0,0.0,False,23.0
90.17,Vintage Cars,101.0,Spain,Small,2003.0,5.0,2.0,False,31.0
100.0,Vintage Cars,101.0,Australia,Medium,2003.0,7.0,2.0,False,46.0
91.18,Vintage Cars,101.0,Singapore,Medium,2003.0,9.0,4.0,False,47.0
100.0,Vintage Cars,101.0,USA,Medium,2003.0,10.0,0.0,False,31.0
100.0,Vintage Cars,101.0,Australia,Medium,2003.0,11.0,3.0,False,46.0
89.15,Vintage Cars,101.0,USA,Medium,2003.0,11.0,3.0,False,37.0
93.21,Vintage Cars,101.0,Australia,Small,2003.0,11.0,4.0,False,28.0
90.17,Vintage Cars,101.0,Canada,Medium,2003.0,12.0,4.0,False,37.0
100.0,Vintage Cars,101.0,USA,Medium,2004.0,1.0,3.0,False,49.0
100.0,Vintage Cars,101.0,USA,Small,2004.0,3.0,2.0,False,24.0
100.0,Vintage Cars,101.0,Spain,Medium,2004.0,4.0,3.0,False,30.0
88.14,Vintage Cars,101.0,USA,Medium,2004.0,6.0,0.0,False,50.0
96.24,Vintage Cars,101.0,Australia,Small,2004.0,7.0,0.0,False,31.0
100.0,Vintage Cars,101.0,Italy,Medium,2004.0,8.0,1.0,False,46.0
100.0,Vintage Cars,101.0,Sweden,Medium,2004.0,9.0,2.0,False,47.0
100.0,Vintage Cars,101.0,France,Medium,2004.0,10.0,0.0,False,46.0
100.0,Vintage Cars,101.0,USA,Medium,2004.0,10.0,3.0,False,37.0
100.0,Vintage Cars,101.0,USA,Medium,2004.0,11.0,3.0,False,33.0
90.17,Vintage Cars,101.0,USA,Small,2004.0,11.0,3.0,False,31.0
100.0,Vintage Cars,101.0,Australia,Medium,2004.0,11.0,0.0,False,48.0
87.13,Vintage Cars,101.0,USA,Medium,2004.0,12.0,4.0,False,41.0
100.0,Vintage Cars,101.0,USA,Medium,2005.0,1.0,3.0,False,42.0
100.0,Vintage Cars,101.0,USA,Medium,2005.0,2.0,3.0,False,41.0
45.25,Vintage Cars,101.0,Australia,Small,2005.0,3.0,2.0,False,32.0
88.14,Vintage Cars,101.0,Belgium,Small,2005.0,5.0,0.0,False,10.0
57.46,Vintage Cars,62.0,Norway,Small,2003.0,1.0,2.0,False,35.0
64.33,Vintage Cars,62.0,USA,Small,2003.0,3.0,1.0,False,28.0
73.7,Vintage Cars,62.0,Spain,Medium,2003.0,5.0,2.0,False,46.0
71.2,Vintage Cars,62.0,Australia,Small,2003.0,7.0,2.0,False,20.0
49.97,Vintage Cars,62.0,Singapore,Small,2003.0,9.0,4.0,False,30.0
69.96,Vintage Cars,62.0,USA,Medium,2003.0,10.0,0.0,False,48.0
53.72,Vintage Cars,62.0,Italy,Small,2003.0,11.0,2.0,False,28.0
68.08,Vintage Cars,62.0,USA,Small,2003.0,11.0,3.0,False,39.0
51.84,Vintage Cars,62.0,Australia,Small,2003.0,11.0,4.0,False,24.0
67.46,Vintage Cars,62.0,Canada,Small,2003.0,12.0,4.0,False,28.0
58.71,Vintage Cars,62.0,USA,Small,2004.0,1.0,3.0,False,31.0
63.71,Vintage Cars,62.0,USA,Small,2004.0,3.0,2.0,False,45.0
58.09,Vintage Cars,62.0,Spain,Small,2004.0,4.0,3.0,False,24.0
53.72,Vintage Cars,62.0,USA,Small,2004.0,6.0,0.0,False,49.0
63.08,Vintage Cars,62.0,Austria,Small,2004.0,7.0,4.0,False,32.0
68.71,Vintage Cars,62.0,Italy,Small,2004.0,8.0,1.0,False,43.0
50.59,Vintage Cars,62.0,Sweden,Small,2004.0,9.0,2.0,False,37.0
64.96,Vintage Cars,62.0,France,Small,2004.0,10.0,0.0,False,24.0
53.72,Vintage Cars,62.0,USA,Small,2004.0,10.0,3.0,False,35.0
29.87,Vintage Cars,62.0,USA,Small,2004.0,11.0,3.0,False,41.0
100.0,Vintage Cars,62.0,UK,Small,2004.0,11.0,2.0,False,26.0
64.96,Vintage Cars,62.0,Australia,Small,2004.0,11.0,0.0,False,34.0
70.58,Vintage Cars,62.0,USA,Medium,2004.0,12.0,4.0,False,49.0
44.21,Vintage Cars,62.0,USA,Small,2005.0,1.0,3.0,False,28.0
68.08,Vintage Cars,62.0,USA,Small,2005.0,2.0,3.0,False,40.0
59.96,Vintage Cars,62.0,Austria,Small,2005.0,3.0,3.0,False,37.0
53.72,Vintage Cars,62.0,Belgium,Small,2005.0,5.0,0.0,False,31.0
83.44,Ships,86.0,Italy,Medium,2003.0,2.0,0.0,False,41.0
89.46,Ships,86.0,Austria,Small,2003.0,4.0,0.0,False,21.0
96.34,Ships,86.0,USA,Medium,2003.0,6.0,0.0,False,40.0
74.84,Ships,86.0,USA,Medium,2003.0,8.0,6.0,False,46.0
79.14,Ships,86.0,Finland,Medium,2003.0,10.0,0.0,False,44.0
73.12,Ships,86.0,Sweden,Medium,2003.0,10.0,3.0,False,46.0
81.72,Ships,86.0,France,Medium,2003.0,11.0,5.0,False,41.0
89.46,Ships,86.0,UK,Small,2003.0,11.0,4.0,False,32.0
87.74,Ships,86.0,Spain,Medium,2003.0,11.0,2.0,False,46.0
100.0,Ships,86.0,USA,Small,2004.0,1.0,4.0,False,28.0
94.62,Ships,86.0,USA,Medium,2004.0,2.0,3.0,False,49.0
73.98,Ships,86.0,USA,Small,2004.0,5.0,4.0,False,21.0
84.3,Ships,86.0,Spain,Small,2004.0,6.0,3.0,False,32.0
98.06,Ships,86.0,Belgium,Medium,2004.0,7.0,2.0,True,34.0
98.06,Ships,86.0,Canada,Small,2004.0,8.0,4.0,False,21.0
96.34,Ships,86.0,Germany,Small,2004.0,9.0,2.0,False,21.0
83.44,Ships,86.0,USA,Small,2004.0,10.0,3.0,False,31.0
94.62,Ships,86.0,UK,Small,2004.0,11.0,0.0,False,21.0
45.86,Ships,86.0,Denmark,Small,2004.0,11.0,2.0,False,25.0
82.58,Ships,86.0,Belgium,Small,2004.0,11.0,0.0,False,28.0
64.97,Ships,86.0,Spain,Small,2004.0,12.0,3.0,False,43.0
86.74,Ships,86.0,Finland,Small,2005.0,1.0,0.0,False,22.0
93.01,Ships,86.0,Spain,Medium,2005.0,3.0,1.0,False,37.0
72.26,Ships,86.0,France,Small,2005.0,3.0,2.0,False,28.0
74.84,Ships,86.0,USA,Small,2005.0,4.0,4.0,False,30.0
73.98,Ships,86.0,USA,Medium,2005.0,5.0,4.0,False,44.0
100.0,Vintage Cars,104.0,Norway,Small,2003.0,1.0,2.0,False,25.0
100.0,Vintage Cars,104.0,USA,Medium,2003.0,3.0,1.0,False,43.0
97.39,Vintage Cars,104.0,Spain,Small,2003.0,5.0,2.0,False,30.0
90.06,Vintage Cars,104.0,Australia,Small,2003.0,7.0,2.0,False,20.0
100.0,Vintage Cars,104.0,Singapore,Small,2003.0,9.0,4.0,False,26.0
100.0,Vintage Cars,104.0,USA,Medium,2003.0,10.0,0.0,False,40.0
89.01,Vintage Cars,104.0,Italy,Small,2003.0,11.0,2.0,False,31.0
100.0,Vintage Cars,104.0,USA,Small,2003.0,11.0,3.0,False,22.0
100.0,Vintage Cars,104.0,Australia,Small,2003.0,11.0,4.0,False,23.0
100.0,Vintage Cars,104.0,Canada,Medium,2003.0,12.0,4.0,False,30.0
100.0,Vintage Cars,104.0,USA,Medium,2004.0,1.0,3.0,False,49.0
100.0,Vintage Cars,104.0,USA,Medium,2004.0,3.0,2.0,False,31.0
100.0,Vintage Cars,104.0,Spain,Medium,2004.0,4.0,3.0,False,29.0
84.82,Vintage Cars,104.0,USA,Medium,2004.0,6.0,0.0,False,37.0
100.0,Vintage Cars,104.0,Australia,Medium,2004.0,7.0,0.0,False,38.0
100.0,Vintage Cars,104.0,Italy,Medium,2004.0,8.0,1.0,False,29.0
100.0,Vintage Cars,104.0,Sweden,Small,2004.0,9.0,2.0,False,23.0
85.87,Vintage Cars,104.0,France,Small,2004.0,10.0,0.0,False,26.0
100.0,Vintage Cars,104.0,USA,Medium,2004.0,10.0,3.0,False,38.0
47.04,Vintage Cars,104.0,USA,Small,2004.0,11.0,3.0,False,48.0
39.8,Vintage Cars,104.0,UK,Small,2004.0,11.0,2.0,False,40.0
100.0,Vintage Cars,104.0,Australia,Medium,2004.0,11.0,0.0,False,45.0
100.0,Vintage Cars,104.0,USA,Medium,2004.0,12.0,4.0,False,44.0
94.22,Vintage Cars,104.0,USA,Small,2005.0,1.0,3.0,False,21.0
100.0,Vintage Cars,104.0,USA,Medium,2005.0,2.0,3.0,False,35.0
86.92,Vintage Cars,104.0,Austria,Small,2005.0,3.0,3.0,False,29.0
84.82,Vintage Cars,104.0,Belgium,Small,2005.0,5.0,0.0,False,21.0
100.0,Vintage Cars,136.0,Denmark,Medium,2003.0,2.0,1.0,False,22.0
100.0,Vintage Cars,136.0,Singapore,Medium,2003.0,4.0,2.0,False,26.0
100.0,Vintage Cars,136.0,Spain,Medium,2003.0,6.0,4.0,False,41.0
100.0,Vintage Cars,136.0,USA,Medium,2003.0,8.0,4.0,False,47.0
100.0,Vintage Cars,136.0,Spain,Medium,2003.0,9.0,6.0,False,31.0
100.0,Vintage Cars,136.0,USA,Medium,2003.0,10.0,1.0,False,43.0
100.0,Vintage Cars,136.0,Spain,Medium,2003.0,11.0,4.0,False,23.0
100.0,Vintage Cars,136.0,USA,Medium,2003.0,11.0,4.0,False,28.0
100.0,Vintage Cars,136.0,USA,Medium,2003.0,11.0,2.0,False,49.0
100.0,Vintage Cars,136.0,France,Small,2004.0,1.0,4.0,False,24.0
100.0,Vintage Cars,136.0,Belgium,Medium,2004.0,2.0,2.0,False,33.0
100.0,Vintage Cars,136.0,UK,Medium,2004.0,3.0,5.0,False,22.0
100.0,Vintage Cars,136.0,USA,Medium,2004.0,5.0,4.0,False,32.0
100.0,Vintage Cars,136.0,Belgium,Medium,2004.0,7.0,2.0,True,40.0
100.0,Vintage Cars,136.0,USA,Medium,2004.0,8.0,4.0,False,43.0
100.0,Vintage Cars,136.0,Italy,Small,2004.0,9.0,3.0,False,24.0
100.0,Vintage Cars,136.0,UK,Medium,2004.0,10.0,3.0,False,32.0
100.0,Vintage Cars,136.0,Denmark,Small,2004.0,10.0,4.0,False,20.0
